,Sentence,Label
1692,Ya çok endiþelendim ve ne yapacaðýmý bilmiyorum ,"korku"
1693,Ben böyle kadere çok kýrgýným,"uzgun"
1694,"Böyle bi ""mutsuzum ya"" hissi var ve asla gitmiyor","uzgun"
1695,cidden bugün o kadar sinirliyim ki alnýma SATAÞMAYIN yazcam,"kizgin"
1696,Bakkalda eczanede havalimanýnda her yerde stres çarký satýlýyor stres çarký görmekten strese girdim bitsin artýk þu meret aðlayacam ,"uzgun"
1697,Vay Taeyang þimdi gelin oldun gidiyorsun yani,"surpriz"
1698,Sen gittin de seni benden alabildin mi sandýn sana çok kizginým? ,"kizgin"
1699,Hepimizin o an araba çarpsa da burda bitse dediði bir an vardýr. Ben hangi cadde de öldüðümü hatýrlýyorum. Korkunçtu,"korku"
1700,O nasýl rüzgardý ödüm koptu,"korku"
1701,Mükemmel hediye bunu birine yapmam lazým,"surpriz"
1702,Böyle kepaze hayatý sürüklemekten yoruldum arkadaþlar,"uzgun"
1703,Sürpriz bir reklam filmiyle geliyorum,"surpriz"
1704,Ben artýk ne kadar tükendiðimi bile anlatamýyorum. Tükendim çünkü.,"uzgun"
1705,"Hadi hepsine tamam zorlasan olur da, o 3. Þey ne yemek mi? Ciddi misin? Denemek istiyorum. ","surpriz"
1706,Yaðmasýn saçýmýn fönü bozuluyor diyenlerin cidden aðzýna vurmak istiyorum.,"kizgin"
1707,Kafam cam kýrýklarýyla dolu doktor Bu nedenle beynimin her hareketinde düþüncelerim acýyor anlýyor musun ,"uzgun"
1708,aþkým benim iyiki doðmuþ canýmýn içi canýmdan bir parça oy annesinin gülü iyiki var ,"mutlu"
1709,"Yazarsam ""býkar"" yazmasam ""unutur"" diye korkuyorum. Herþey gurur deðildir bazen.","korku"
1710,"Sevmiyorum, sevemem zira aþýrý ürkütücü.","korku"
1711,"korku" filmi mi çekiyosun trafo kardeþ patlayacaksan adam akýllý patla ödüm koptu,"korku"
1712,Anneme küçük sürpriz yaptým ona lahmacun aldým,"surpriz"
1713,Kýrk yýlýn baþý sürpriz olsun diye yemek yaptým köftelik bulgurdan bulgur pilavý yaptýðýmý sanmýþým,"surpriz"
1714,"Biraz önce biri beni Demet Akalýn'a benzetti… ben þok, ben vefat, ben iptal","surpriz"
1715,Yanlýz býrakma beni ýþýðý kapatma korkarým ,"korku"
1716,"Ne olur artýk birileri beni anlasýn. Çünkü tükendim, yýprandým, yoruldum.","uzgun"
1717,Dün biraz söylendim diye bugün iþten erken çýkýp sürpriz yapmýþ.,"surpriz"
1718,ben bir anda sinirleniyorum kendi kendime bunun sebebi ne,"kizgin"
1719,Ben çok beðendim ya gayet aksiyonlu falandý güzeldi yani,"mutlu"
1720,14 Þubattan tek beklentim 3000 kiþilik GUY ilanýnýn gelmesidir. Çok güzel bir sürpriz olur,"surpriz"
1721,"Seni sen olduðun için deðil, seni bende bulduðum için seviyorum.","mutlu"
1722,üzüldüm tabi yazýk oldu. Ayfon alýcam ayýrdýðým parayla.,"uzgun"
1723,Yeni aldýðým kýyafetlerimi bir yerde unuttum ama nerde bilmiyorum çok mutsuzum çok efkarlýyým ,"uzgun"
1724,Annem dediki mal mýsýn git yurtta kal niye o kadar yol çekiyorsun,"kizgin"
1725,"Sen o dönemi nasýl atlattýn diyor, vallahi bana da sürpriz oldu kendimden beklemiyordum hiç","surpriz"
1726,Bugün iki intihar etmek isteyen hesap rt ettim. Kabus gibi.,"korku"
1727,Boris Rapaic güzel bir sürpriz oldu.,"surpriz"
1728,Stalktan geliyorum kimler kimler ayrýlmýþ kimler kimler baþkasýyla beraber ve ben hala þaþkýným,"surpriz"
1729,Otobüsteyim yanýmdaki kadýn müge anlý izleyip çay içiyor bazen de YUH cani þerefsiz diye tepkiler veriyor ürktüm,"korku"
1730,"korku"nç baksanýza bunlar adamý öper ,"korku"
1731,Çok fena stalka düþtüm mutsuzum,"uzgun"
1732,Hayret ettim. Bir kaç zaman sonra mesaj atmana ne oldu acaba allah allah,"surpriz"
1733,Öyleydi böyleydi derken yeni evini buldu. Ýnanýlmaz heyecanlýyým!,"mutlu"
1734,"Yalnýz Pektemek kýsa sürede iyi oynadý, þaþkýným","surpriz"
1735,Demin deprem olduðunu sandým ödüm koptu ellerim çok titriyor korkudan ya,"korku"
1736,Bu iconla kendimi harika hissediyorum teþekkürler annecim,"mutlu"
1737,Türkiye'de böyle þeyler. Vallahi çok þaþýrdým ,"surpriz"
1738,Hocam tükendim notunuz sizin olsun tamam biz yapamadýk siz fazlasýyla verdiniz notlarý,"uzgun"
1739,Piþmaným sana verdiðim deðerlere.,"uzgun"
1740,bugün yýkýðým biliyor musun bezginim çaresizim umutsuzum,"uzgun"
1741,Eve gelince uyurum diye hayal kurarken “tuðba yemek yap” sesiyle irkildim,"korku"
1742,Beni pijamalý evden çýkartýp markete gönderen hayat karþýma tarkan'ý çýkartacak diye ödüm koptu,"korku"
1743,Þu Ýstanbul’un insaný kadar menfaatçi insanlar görmedim ben Kýbrýs’ý özledim hocam,"uzgun"
1744,"Arkadaþlar ben tükendim, siz devam edin.","uzgun"
1745,Rüyamda kardeþim tarot kartlarýmý gizlice alýp fal bakmaya çalýþýyordu kabus gibi kabus,"korku"
1746,Rüya göremiyorum. Görüncede onu görüyorum kabus oluyor,"korku"
1747,Sizi zerre umursamayan insanlar için deli gibi üzülüyorsunuz. mal mýsýnýz?,"kizgin"
1748,Alttan aldýðým dersi geçtim taktir almýþ çocuk gibi sevinçliyim. Hadi internet kafeye gidip cs oynama vakti.,"mutlu"
1749,"mutlu" olun ben çok mutluyum ,"mutlu"
1750,Evet yine sinir küpü olduðum bir otobüs yolculuðu oluyor..,"kizgin"
1751,Seni tekrar göreceðim günü beklerken ölmekten korkuyorum,"korku"
1752,Telefonu bir açtým ayvalýk belediye baþkaný yardýmcýsý çýktý ödüm koptu.,"korku"
1753,Kendime yorumsuz kaldým hayretler içindeyim,"surpriz"
1754,Dünyaya yetiþmeye çalýþmaktan çok yoruldum.,"uzgun"
1755,Þok oldum gerçekten büyük bir þoka uðradým. Vallahi billahi inanasým gelmiyor. Bu kadar olur yani.,"surpriz"
1756,Hala þaþkýným bu kadarýný beklemiyordum kendime gelemiyorum,"surpriz"
1757,Aaa türk oyuncu mu oynatacak derbide,"surpriz"
1758,Dün akþam ilk konserimizde bizi yalnýz býrakmayan herkese çok teþekkürler. ,"mutlu"
1759,kankamýn telefonunun þifresini bilmek harika bir duygu. Sonsuz Teþekkürler... ,"mutlu"
1760,"Yine yüm dünyaya öfkeliyim, bu ne demek oluyor biliyor musunuz?","kizgin"
1761,Þaþkýnlýk verici ama gerçek ??,"surpriz"
1762,"Rizeli olmakta zor durup dururken sinirleniyorsun, bak þimdi yine sinirlendim.","kizgin"
1763,"Caným sýkkýn, yorgunum, hava bok gibi, kimseyi sevmiyorum.","uzgun"
1764,Az önce aklýma gelen twitlik sözü tam atýcakken twiti unuttum harika hissediyorum,"mutlu"
1765,"Gitsem gidemem,kalsam kalamam. Þaþtým bu iþe diyen Çelik çaresizliði var üzerimde.","surpriz"
1766,Güne 'Bu Su Hiç Durmaz' þarkýsý ile baþladým çok mutluyum,"mutlu"
1767,Böylesine okumayý seven bir millet miydik hayret ettim vallahi ,"surpriz"
1768,haha cidden düþündüðüm gibiymiþ iþte buna daha cok güldüm ve tastikledim muhattabým olamazsýn,"mutlu"
1769,Mesaj mý çekelim diyecektim çarpýlýrým diye korktum,"korku"
1770,Allah'ým hayatýmda her þey çok yolunda gidiyor nasýl þükredeceðimi þaþýrdým ,"surpriz"
1771,"Arda Turan: ""Bana öðrettiklerin için teþekkürler. Doðum günün kutlu olsun efsane."" ","mutlu"
1772,Allah'ým kafayý yiyeceðim. Kursta da uykum geldi dayanamýyorum ilk arada çýktým. ,"kizgin"
1773,orta okul günlerimi özledim ben keþke geri dönebilsek,"uzgun"
1774,"uzgun"üm seni üzdüm ama piþman deðilim,"uzgun"
1775,Þu an yaþým Tam 40 þayet þu olup bitenlere bakýlïrsa %100 ulaþmý gibi doðruluðu benim içinde þaþkýnlýk verici oldu mehdilik,"surpriz"
1776,23 Nisan kutlu olsun çocuklarýmýza ,"mutlu"
1777,Ýnsanlar rahat bir þekilde yalan söyleyebiliyor ve anlayamýyoruz çok korkunç bu,"korku"
1778,Küçükken radyoyu her açýþýmda ilaç gibi radyo diyordu ürkütücü ses hala kulaklarýmda çýnlýyor,"korku"
1779,"Günaydýn..eðlenceli, dinlenceli.. güzel bir pazar günü dilerim..:))","mutlu"
1780,Anla ben büyük harflerden ürktüm,"korku"
1781,Oha ya Esir bile aydere gitmiþ inanmýyorum bilsem bende uçardým,"surpriz"
1782,Pasif agresiflikten nefret ederken pasif agresif oldum hayatým baya planladýðým gibi gidiyor,"kizgin"
1783,Annem þok'tan yumuþatýcý almýþ ve la vie est belle kokuyor son zamanlarýn en þaþýrtýcý olayý,"surpriz"
1784,Havalar soðuyunca sular da soðuyor. Ve bu þartlar altýnda makyaj yýkamak kabus gibi oluyor. Yýkamasam mý hiç,"korku"
1785,Kitlendim yazacak hakaret bulamýyorum dondum kaldým ,"surpriz"
1786,Bugün yeterince sinirlendim yeter ya bir susun,"kizgin"
1787,ne yazacaðýmý þaþýrdým mk :) bildirime bak,"surpriz"
1788,twitter'ý çok seviyorum müthiþ bir platform ,"mutlu"
1789,Bu yavþaklýkla nasýl bu kadar adamlýk taklidi yapabilmiþ hala þaþkýným.,"surpriz"
1790,Nihat Altýnkaya'nin oyunculuðu müthiþ ,"mutlu"
1791,Aynen kudurdum sinirden ama yazmam aramam sormam basýp git hadi,"kizgin"
1792,Sosyal medyalarda farkedilmek uðruna gelinen deliliðin noktasý endiþe verici.,"korku"
1793,Ýlk defa bir doktor randevuma erken geldim vay be,"surpriz"
1794,"Haber kanalý ilginç, haberin yeri ilginç, haber ürkütücü. ","korku"
1795,Gündüzün sessizliði geceden daha korkutucu benim için... ,"korku"
1796,Þaka yapýyorsun ciddi olamazsýn sayýn gevþek. ,"surpriz"
1797,Ýstanbul bugün Mordor'a benziyor. Evim de 12. kat olunca korku filmi gibi bir gün resmen.,"korku"
1798,"Her ne olursa olsun , sen benim ""iyi ki "" lerimsin.","mutlu"
1799,Herþey yolunda. Ve bu çok korkutucu.,"korku"
1800,Biz bu trabzona nasýl yenildik düþündükçe sövüyorum sövdükçe sövüyorum yok böyle birþey arkadaþ ya,"kizgin"
1801,Petlas lastiðin reklamýndaki þu 'kýþa hazýrlýk' tasarýmý mezar taþýný andýrýyor ürktüm mü ne,"korku"
1802,Birileri bizi düþündüðünde de bildirim gelse keþke ,"uzgun"
1803,"Allah kahretmesin 3. Fotoðrafý açtýðýmda irkildim, hazýrlýksýz yakalandým resmen.","korku"
1804,Bunca patlama ve kan revanýn ardýndan böylesi bir yaðmurun Ýstanbul'u yýkamasý çok ürkütücü deðil mi? Yeryüzü hiç durma ölüyor ve diriliyor.,"korku"
1805,Tüpçüden baþkan olursa böyle olur Defol git demirören,"kizgin"
1806,Ýnanamýyorum coðrafyadan ilk kez konu bitirirken sorularýný çözebiliyorum arkadaþlar bu hayret edici bir olay,"surpriz"
1807,çok korktuk ya of çok korkuyorum jackson gelip engel olucak diye ellen'a da gelir falan üf,"korku"
1808,"Ýptal edin tüm ligleri bu nedir ya dün birlik diye baðýran aðýzlardan beddualar, küfürler çocuðundan çýksýn nedir ya liginiz de batsýn ","kizgin"
1809,"Görüntüler ürkütücü, umarýz hayati tehlike yoktur.","korku"
1810,Þu anda bir dizide Metallica - Nothing Else Matters çaldý sanýrým. Çok þaþkýným..,"surpriz"
1811,"Ýlk defa bir konuda kendimle uzlaþtým, çok mutluyum","mutlu"
1812,Bu aralar yaþadýðým þeylerin tek açýklamasý iþte gerçek hayat ölüm ayrýlýk baþlangýç tereddüt korku... .,"korku"
1813,Kendimle anlaþamadýðým gibide kimseyle anlaþamýyorum yoruldum,"uzgun"
1814,"Korkuyorum, bir gün etrafýma ördüðüm duvarlarýn altýnda kalacaðým diye","korku"
1815,Sarýlmayý sadece fiziksel olarak algýlayanlara çok kizginým. ,"kizgin"
1816,Vay delikanlý gönlüm vay sen bu kurþunu yine mi yedin ,"surpriz"
1817,Ýster misin þimdi “Seni çok özledim” diye mesaj geliyormuþ.,"uzgun"
1818,Herkes bilip bilmeden Cengiz Han hakkýnda yorum yapýyor kafayý yiyeceðim artýk,"kizgin"
1819,Saçma sapan þeylerle oyalanýyoruz. Hiçbir þey gerçek deðil. Biz de,"kizgin"
1820,Dün o kadar çok güldüm ki bugün öksürürken bile karným aðrýyor,"mutlu"
1821,"Tanýmýyor olsam bile çok endiselendim, baþým döndü ama baþardý, yapmadý","korku"
1822,Abla o kaþlar ne öyle korktum Allah affetsin,"korku"
1823,Yine besin zehirlenmesi :( aðlamak istiyorum ,"uzgun"
1824,Yine herkes Maraþ'a gittiði için biraz mutsuzum,"uzgun"
1825,Evet iþ yerine geç kaldým... Iþýnlanmayý hala bulamayan bilim adamlarýna kizginým... ,"kizgin"
1826,Elim ayaðim titriyor sinir küpü oldum amk,"kizgin"
1827,Bu durum pek çok dünya ülkesinde bu þekilde. Aþaðýdaki haberdeki geliþmeler Türkiye adýna endiþe verici.,"korku"
1828,Huzursuzum. Mutsuzum. Iyiler gidiyor. Dünyayý kötüler sardý. Dört duvar üzerime geliyor.,"uzgun"
1829,Beþiktaþ ezeli rakibinden önemli bir puan aldý. Sürpriz oldu bu.,"surpriz"
1830,Ýstikrarsýzlýk giderek yayýlýyor olmasý endiþe verici. ,"korku"
1831,Havalar birkaç gündür güzel gidiyor soðuk yok. Bakalým bu hafta nasýl olacak.,"mutlu"
1832,Evrimde þaþýrtýcý geliþme: 100 milyon yýllýk kehribarda kuyruklu örümcek keþfedildi ,"surpriz"
1833,moralim bozuk keþke aðlayabilsem de geçse,"uzgun"
1834,Vizeler bitti bende bittim. Tükendim yeminle,"uzgun"
1835,"Gerçekten þaþkýnlýk verici, rýza beyin bu yazýsý için bir açýklamasý olmalý","surpriz"
1836,Bugün güzel eðlenceli bir gün olacak inþallah :) Uyuyalým uykumuzu alalým. Hayýrlý geceler Galatasaray ailem,"mutlu"
1837,ilk defa hesabý gizledim hesap kapanýr diye endiþelendim ,"korku"
1838,Pantolon bölümünde beni öyle bir süpriz bekliyordu ki görünce ben þok ben iptal ,"surpriz"
1839,Yeðenimin oyuncaklarýyla eðlendim,"mutlu"
1840,Sol þeritte 90 lik yolda 50 sürüyor gerizekalý. Allah'ým sakin olamýyorum böylelerini görünce,"kizgin"
1841,Þu an çok sinirliyim rüzgar yüzünden fotoðraf çekilemiyorum,"kizgin"
1842,Eto'o yalan oldu diye aldýlar onu da sonra sürpriz oldu,"surpriz"
1843,Kötü rüya.. kabus.. hem de güzel baþlayan..,"korku"
1844,Malsýn farkýndayým ama azcýk mantýklý mal ol,"kizgin"
1845,"Son 3 yýlda öyle bir yýprandým ki gözaltý torbalarýma ya da stres sivilcelerime falan bakmama hiç gerek yok, çok net yýprandým.","uzgun"
1846,Ciddi olamazsýn 3 kg balýk mý yiyecek ??,"surpriz"
1847,Gratisi mutfak eþyasý tencere vs. satan bir yer sanýyordum ben þok oldum ,"surpriz"
1848,Hava o kadar soðuk ki þaþkýnlýktan dondum kaldým yani,"surpriz"
1849,"Stuttgart-Leverkusen maçýnýn 2.5 Gol Üst olmamasý da bence epey komik olay, neler kaçtý :)","mutlu"
1850,aramýzda kalsýn demeseydin keþke uzgunüm sevdiceðim :(,"uzgun"
1851,Kale anaokulu'ndaki tüm mesai arkadaþlarýma teþekkür ederim. Güzel bir sürpriz oldu... ,"surpriz"
1852,Marcel'e stajyer muamelesi yapýlacaðýndan çok endiþeliyim,"korku"
1853,Saçlarýmýzla deðil de sinirlerimizle oynadýðýnýz için ortalarda sinir küpü gibi geziyoruz,"kizgin"
1854,Herþey yolunda mý ? Bir patýrtý duymayýnca endiþelendim ..,"korku"
1855,Kýz seren serengil neden mapus yatacakmýþ þaþtým kaldým,"surpriz"
1856,Herþeye o kadar hýzlý sinirleniyorum ki tahammül süremi çoktan aþtýk birtanem,"kizgin"
1857,Sope galerime yeni resimler ekliyorum mutluyum :),"mutlu"
1858,Ben merak edip onlar için endiþelendim ama kurcaladým sandýlar ve gittiler.,"korku"
1859,Alým mý var ben þok ben iptal ama 1000 az mý sanki . Neyse geldi ya buna da þükür,"surpriz"
1860,Bunlar bizide yakacak ondan korkuyorum,"korku"
1861,"Sevginize, ilginize çok teþekkür ederim. Tam da þu an mutluyum paylaþasým var ","mutlu"
1862,Bu hafta aþýrý yýprandým sakin ve keyifli olamýyorum mutsuzum,"uzgun"
1863,Spordan geldim harika hissediyorum,"mutlu"
1864,Hasan Ali'nin gol atmasýna hala inanamiyorum ?? ,"surpriz"
1865,Kirpiklerim birbirine yapýþtý 3 tane kirpikle dolaþýyorum çok mutsuzum þu an,"uzgun"
1866,Sarýlýn oðlum daha güzel bir þey mi var ,"mutlu"
1867,Oradan baktým mý torbacýya benziyorum gerizekalý,"kizgin"
1868,Eda Taþpýnar markasýnýn vücut spreyini aldým çok güzel,"mutlu"
1869,11 yýllýk eðitim hayatýmýn bir 15 tatilini daha boþa geçirmiþ bulunmaktayým kendime çok teþekkür ederim,"mutlu"
1870,Abimsiz evin tadý yokmuþ bir miktar hüzünlüyüm,"uzgun"
1871,Mesela ben niye kýzdýðýmý açýklamaya çalýþýrken daha çok sinirleniyorum.,"kizgin"
1872,"Arayan, mesaj atan ve doðum günümü kutlayan tüm dostlara teþekkür ederim. Saðolun varolun, iyi ki varsýnýz.","mutlu"
1873,"Afrin'de 5 Canýmýz þehit oldu çok uzgunüm..Allah'tan rahmet, yakýnlarýna sabýr ve baþsaðlýðý dilerim...","uzgun"
1874,Bir baþakla aþk yaþamadan ''aþýk oldum'' deme.,"mutlu"
1875,8 yýl önce düþmüþüm bu bataða. Vay be.,"surpriz"
1876,Bu nasýl bir hadsizlik Tüm filmde resmen sinirden küplere bindim. Ýslamý da yerden yere vurdu,"kizgin"
1877,Hasan Ali kaldýrým gol atmýþ kendi kalesine atmýþtýr dedim baktým rakip kaleye atmýþ halen þoktayým ,"surpriz"
1878,Bugünün adý yalnýzlýk ve hüzün. ,"uzgun"
1879,Bugünkü buluþmada ne gýybetler ne fallar döndü þaþtým kaldým,"surpriz"
1880,Iþýklarý kapattýktan sonra uykuya dalana kadar odada ki biri ile ablak ablak konuþmak çok eðlenceli ya :D,"mutlu"
1881,Ayný þeyleri yapmaktan sýkýldým,"uzgun"
1882,"vallahi bende bu kadar sabýrlý birisi olduðumu bilmiyordum, bana da sürpriz oldu","surpriz"
1883,Harbiden beklemek en korkunç haliymiþ yaþamanýn!,"korku"
1884,"Annem seninkilere oy verdim dedi. Dondum kaldým, sen nereden takip ediyosun Altýn Kelebek'i, anne! ","surpriz"
1885,"Ay yemin ediyorum baþýma aðrý girdi, sinirden köpürdüm bir annenin çaresizliðini görünce!","kizgin"
1886,O deðilde geçen akþam kýnada peþimde dört dönen çocuk instagramdan beni bulup takip etmiþ. Azme bakýn hayret ettim ??,"surpriz"
1887,Keþke fotoðraflarýna bakarken kokunda gelse,"uzgun"
1888,Alttan derslerimi sabahýn körüne koyan sisteme de kýrgýným,"uzgun"
1889,Eskiþehir Fransada böyle oynarsa tur atlar tebrikler Eskiþehir güzel futbol ,"mutlu"
1890,moralim bozuk olduðunda herþeyi sorun haline getirip moralimi daha beter bozmak gibi bir yeteneðim var,"uzgun"
1891,"Gene geldi, gene irkildim","korku"
1892,Ziraat bankasý senden nefret ediyorum eminim þekerbank senden daha güzel bir bankadýr ,"kizgin"
1893,Oha oha oha rasim ozan kütahya'lýyý beyaz tvden kovmuþlar ben þok,"surpriz"
1894,Gs yense ya da berabere bitseydi benim için sürpriz olurdu zaten :) ,"surpriz"
1895,kabuslarla dolu bir gece daha ,"korku"
1896,"Kapýlýrsam sonu yok, herþeyi feda edeceðim, ürkütücü","korku"
1897,Gizem ablam sayesinde þimdiye kadar sürdüðüm en güzel oje týrnaklarýmda oley :) ,"mutlu"
1898,çok heyecanlýyým 15 gün boyunca uyumayý planlýyorum,"mutlu"
1899,Bir müzik bütün modumu deðiþtirdi harika hissediyorum hayaller falan efsane. Herhangi bi þey bunu bozmadan neti kapatýp uyuyorum :D,"mutlu"
1900,"Hayret ettim kalbime bazen, mutluluktan","surpriz"
1901,Allah aþkýna android için çevrimdýþý müzik programý söyleyin kafayý yiyeceðim,"kizgin"
1902,Aykut bu takýmdan gitmediði sürece her maç anasýna bacýsýna küfür edeceðim,"kizgin"
1903,Canan'a ilk baþta kýl oluyordum ama þimdi seviyorum be,"mutlu"
1904,"Otobüste eþya koyma yerinde uyurken, bir anda bir irkildim baktým ki kadýn çantasýný kucaðýma koymuþ akbil arýyor, bu ne cesaret yiðidim","korku"
1905,Daha harika daha muhteþem olamazdý sanýrým konser,"mutlu"
1906,Kuþ beyinli dicem kuþlara hakaret olur ama kuþlarýn beyni var bunda o da yok amk ,"kizgin"
1907,Fransa karýþtý dayan Fransa çok endiþelendim çok...,"korku"
1908,Bazý kelimeleri sürekli içimden heceleyerek kelimeye hayret eden tek ben miyim?!,"surpriz"
1909,Bu siteye uðradýðým zamanlar çok gergin ve agresif hissediyorum,"kizgin"
1910,Þaþýrtýcý ama gerçek: Dedikodu yapmak toplumsal açýdan faydalý olabilir ,"surpriz"
1911,Midterm haftasý geldi ders çalýþayým dedim der demez uykum geldi uyucam galiba oha süper uyuma yöntemi,"surpriz"
1912,Saat bir an once 6 falan olabilir mi.. çok bunaldým.,"uzgun"
1913,Gece korktum sanýrým..! Dudaðým uçuklamýþ..,"korku"
1914,Geliþim üniversitesi tikileriyle ayný metrobüsteydim kabus gibiydi.,"korku"
1915,Babasýna söyledi ya þok oldum adamý görevin yükü deðil bunlar öldürecek,"surpriz"
1916,3 saat uyudum ama hala geceye de yetecek kadar uykum var ya inanmýyorum kendime,"surpriz"
1917,telefonumu titreþime almýþtým mertcanýn bildirimlerinden sonra daha da almam korktum amk,"korku"
1918,kuzenime ödev yaptýrýyorum birazdan çýldýracaðým sanýrým,"kizgin"
1919,mucize eseri alarm falan çalmadan kalktým hala þoktayým,"surpriz"
1920,Tarkanýn mutluluðu sevincinden okunuyor çok sevindim onun adýna ,"mutlu"
1921,Fýrtýna öncesi sessizlik gibi bir hava ürktüm.,"korku"
1922,Sabri Sarýoðlu Milli Takýma dönmüþ. Vay be aðzým açýk kaldý :)) ,"surpriz"
1923,Keþke ilk dersimiz beden eðitimi olsaydý ,"uzgun"
1924,"Ölümlü Dünya, ali atay beyi tebrik ediyorum. Eðlendim. Analiz yok. Yalvarsanýz da yok","mutlu"
1925,Birþeyleri düzeltmek isteyip de hiç uðraþmayanlara da þaþkýným.,"surpriz"
1926,Ay çok güldüm evleri yokmu acaba ,"mutlu"
1927,Etrafýmda güzel insanlar olmasýna bayýlýyorum ya böyle baþka bir boyut gibi geliyor sürekli keyifli hissediyorum lütfen çirkin insanlar üremesin,"mutlu"
1928,1.5 seneye mezun olucam olana kadar her gün bu cübbenin içinde hangi renkler uyumlu gözükür diye düþünmekten kafayý yiyeceðim,"kizgin"
1929,Kendime çok kizginým. Gidip tatlý ya da çikolata yiyip sakinleþeyim.,"kizgin"
1930,Herkes bir yere davet ediyor en son karar veremeyip evde oturuyorum harikayým,"mutlu"
1931,"Ýnsanlarýn, insanlýk yapmasý da þaþýrtýcý oldu","surpriz"
1932,Tersimden mi kalktým acaba sinirden çýldýracaðým bugün,"kizgin"
1933,Hayat bazen çok þaþýrtýcý bir ordasýn bir burda tuhaf ama gerçek,"surpriz"
1934,"Libya'da patlama meydana geldi: 1 ölü, 77 yaralý","korku"
1935,"Powerbank prizden daha hýzlý þarj ediyor telefonu, þaþýrdým","surpriz"
1936,An itibariyle vizelerimi bitirniþ bulunmaktayým.. Mutluyum.. Sonuçlarý hayr olsun inþallah..,"mutlu"
1937,Kendi kendini korkutan insan yapmýþlar allah canýmý almasýn ödüm koptu,"korku"
1938,Bu puan durumu olayý çok eðlenceli umarým 8'den yukarý çýkamazlar :),"mutlu"
1939,"Az önce çektim, namussuz ürkecek diye ödüm koptu","korku"
1940,Bugün Exo'nun tüm þarkýlarýyla özlem giderdim resmen harika hissediyorum,"mutlu"
1941,Erken uyandýðým için kizginým kendime. Bok vardý çünkü.,"kizgin"
1942,Þu saatte pat diye kalktým. Sonra da þoka uðradým..,"surpriz"
1943,"Hayatýn bana yaptýðý en güzel sürpriz, sen oldun ","surpriz"
1944,Oha Manisa o nasýl bir baþlangýç. Gelen giden vuruyor Antebe,"surpriz"
1945,"Allah'ým bu akþam gerçek mi, yoksa kabus mu görüyorum... .. aklýmý kaçýrmak üzereyim... .","korku"
1946,Çok endiþelendim. Bügün zam yapýlmadý. Acaba hükümetin baþýna bir þey mi geldi?,"korku"
1947,içimde neden bok gibi bir his var ve ben neden bu kadar mutsuzum,"uzgun"
1948,Mutsuz yalnýz ve fakirim. Uf ya. ,"uzgun"
1949,Yok artýk inanmam. büyük konuþmayayým benim çocuðuma vursa onu yakalar parmaklarýný satýrla keserdim.,"surpriz"
1950,Rýza sen hoca falan deðilsin istifa et defol git,"kizgin"
1951,Hayret 2. fragman geliyormuþ..,"surpriz"
1952,sanki siz çok þeysiniz diye baðýracaðým þimdi,"kizgin"
1953,"Hayaletiz hayalet , bir hayal et bir düþün kork","korku"
1954,Kasým ayýnda sivrisinek mi olur ya kafayý yiyeceðim artýk,"kizgin"
1955,Yok artýk inanmam ben seni benden küçük sanýyordum vallahi þaþýrdým,"surpriz"
1956,Þaþkýnlýk verici olan da avukatýnýn kaçma þüphesi olmadýðýndan tutuksuz yargýlama istemesi !!!,"surpriz"
1957,Gece gece sûtlaç harika oldu...,"mutlu"
1958,Haha hadi gidin kumda oynayýn,"mutlu"
1959,"Gözleri keskin, gözleri keskin, gözleri keskin bir tren sesi kadar korkutucuydu..","korku"
1960,Eskisi gibi olmak istediðim insanlar var lakin korkuyorum,"korku"
1961,"Hasta olunca çocuklaþtýðýmdan mý, ilaçlarýn etkisinden mi bilmem ama balkonda uçuþan çarþaflarý hayalet sanýp ürktüm az önce","korku"
1962,Ya bu Ayþe mi Banu mu kaç doðumluydu bu kýz ya delireceðim,"kizgin"
1963,haha bakkalda oturdum kadýn bana fal bakýyor aþk bu kadýn ya,"mutlu"
1964,Canýmdan bezdim aðzýný her açtýðýnda,"uzgun"
1965,Oha para beni bozdu napacaðýmý þaþýrdým tansiyonum düþtü ,"surpriz"
1966,Ben buralarda yokken neler olmuþ neler bitmiþ moralim bozuk,"uzgun"
1967,Puscifer ý yeni keþfettiðim için çok piþmaným. :( ,"uzgun"
1968,ölmüþüz aðlayanýmýz yok kokmuþuz tuzlayanýmýz yok ,"uzgun"
1969,arkadaþlar 19. bölüm için aþýrý heyecanlýyým deliriyorum acil pazar gelsin diye,"mutlu"
1970,samimi olmadýðým biri ne yapýyorsun dediðinde istemsiz bir sinirleniyorum sanane lan ne yapýyorum,"kizgin"
1971,Sayýn Valim tüm kitap severler adýna teþekkür ederim.,"mutlu"
1972,Çok sevdim üzerimden çýkartmýyorum :),"mutlu"
1973,Bu ara herkes beni rüyasýnda görüyor Sanýrým kendime biraz daha fazla dikkat etmeliyim ,"korku"
1974,Sevgilimi çok özledim bana ters yapan olursa baþýnýn üstünde yeri var agresifim kompleksliyim þu an,"kizgin"
1975,Gördüðüm kabus yüzünden hala kendime gelemedim,"korku"
1976,Yemin ederim hayatýmýn en umutsuz dönemlerindeyim ya bir þeylere heves etmeye bile halim kalmadý.,"uzgun"
1977,Kardeþim uyandýrdý daha 2 saat uyurdum ben agresifim,"kizgin"
1978,Üç gündür kendimi sadece çimen gibi hissetmekten yoruldum.,"uzgun"
